disease,gene_symbol,gene_full_name
"Spondyloepimetaphyseal dysplasia, Missouri type",MMP13,matrix metallopeptidase 13
"Spondyloepimetaphyseal dysplasia, Shohat type",DDRGK1,DDRGK domain containing 1
Spondyloepiphyseal dysplasia tarda,TRAPPC2,trafficking protein particle complex subunit 2
Achondrogenesis type 2,COL2A1,collagen type II alpha 1 chain
Achondrogenesis type 1B,SLC26A2,solute carrier family 26 member 2
Hypochondrogenesis,COL2A1,collagen type II alpha 1 chain
Achondrogenesis type 1A,TRIP11,thyroid hormone receptor interactor 11
Autosomal dominant brachyolmia,TRPV4,transient receptor potential cation channel subfamily V member 4
Multiple epiphyseal dysplasia type 4,SLC26A2,solute carrier family 26 member 2
Multiple epiphyseal dysplasia type 1,COMP,cartilage oligomeric matrix protein
Multiple epiphyseal dysplasia type 5,MATN3,matrilin 3
"Spondylometaphyseal dysplasia, Kozlowski type",TRPV4,transient receptor potential cation channel subfamily V member 4
"Spondylometaphyseal dysplasia, 'corner fracture' type",COL2A1,collagen type II alpha 1 chain
"Spondylometaphyseal dysplasia, 'corner fracture' type",FN1,fibronectin 1
"Spondylometaphyseal dysplasia, Schmidt type",COL2A1,collagen type II alpha 1 chain
"Spondylometaphyseal dysplasia, Sedaghatian type",GPX4,glutathione peroxidase 4
17q24.2 microdeletion syndrome,BPTF,bromodomain PHD finger transcription factor
17q24.2 microdeletion syndrome,PSMD12,"proteasome 26S subunit, non-ATPase 12"
Hypothyroidism due to TSH receptor mutations,TSHR,thyroid stimulating hormone receptor
Isolated thyroid-stimulating hormone deficiency,TSHB,thyroid stimulating hormone subunit beta
Charcot-Marie-Tooth disease type 1E,PMP22,peripheral myelin protein 22
Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency,HSD3B2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"
Immune dysregulation-inflammatory bowel disease- recurrent sinopulmonary infections syndrome,NFAT5,nuclear factor of activated T cells 5
Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome,RIPK1,receptor interacting serine/threonine kinase 1
Non-acquired panhypopituitarism,SOX3,SRY-box transcription factor 3
Non-acquired panhypopituitarism,PROP1,PROP paired-like homeobox 1
Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome,CHD1,chromodomain helicase DNA binding protein 1
Male infertility due to acephalic spermatozoa,PMFBP1,polyamine modulated factor 1 binding protein 1
Male infertility due to acephalic spermatozoa,SUN5,Sad1 and UNC84 domain containing 5
Rare X-linked non-syndromic sensorineural deafness type DFN,PRPS1,phosphoribosyl pyrophosphate synthetase 1
Rare X-linked non-syndromic sensorineural deafness type DFN,COL4A6,collagen type IV alpha 6 chain
Rare X-linked non-syndromic sensorineural deafness type DFN,SMPX,small muscle protein X-linked
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,KITLG,KIT ligand
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,CENPP,centromere protein P
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,USP48,ubiquitin specific peptidase 48
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,SSBP1,single stranded DNA binding protein 1
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,TRRAP,transformation/transcription domain associated protein
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,PDE1C,phosphodiesterase 1C
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,ATP11A,ATPase phospholipid transporting 11A
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,SLC44A4,solute carrier family 44 member 4
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,POU4F3,POU class 4 homeobox 3
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,SIX1,SIX homeobox 1
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,TECTA,tectorin alpha
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,TMC1,transmembrane channel like 1
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,WFS1,wolframin ER transmembrane glycoprotein
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,COCH,cochlin
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,COL11A2,collagen type XI alpha 2 chain
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,GSDME,gasdermin E
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,COL11A1,collagen type XI alpha 1 chain
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,EYA4,EYA transcriptional coactivator and phosphatase 4
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,GJB2,gap junction protein beta 2
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,GJB3,gap junction protein beta 3
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,GJB6,gap junction protein beta 6
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,KCNQ4,potassium voltage-gated channel subfamily Q member 4
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,MYH14,myosin heavy chain 14
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,MYH9,myosin heavy chain 9
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,MYO6,myosin VI
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,MYO7A,myosin VIIA
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,CCDC50,coiled-coil domain containing 50
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,GRHL2,grainyhead like transcription factor 2
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,CRYM,crystallin mu
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,ACTG1,actin gamma 1
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,SLC17A8,solute carrier family 17 member 8
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,MIR96,microRNA 96
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,TBC1D24,TBC1 domain family member 24
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,TJP2,tight junction protein 2
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,CEACAM16,"CEA cell adhesion molecule 16, tectorial membrane component"
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,DIAPH3,diaphanous related formin 3
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,DIABLO,diablo IAP-binding mitochondrial protein
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,P2RX2,purinergic receptor P2X 2
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,TNC,tenascin C
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,MYO1C,myosin IC
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,OSBPL2,oxysterol binding protein like 2
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,HOMER2,homer scaffold protein 2
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,MCM2,minichromosome maintenance complex component 2
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,CD164,CD164 molecule
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,ABCC1,ATP binding cassette subfamily C member 1 (ABCC1 blood group)
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,PTPRQ,protein tyrosine phosphatase receptor type Q
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,PLS1,plastin 1
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,MAP1B,microtubule associated protein 1B
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,DMXL2,Dmx like 2
Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,MYO1A,myosin IA
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,PPIP5K2,diphosphoinositol pentakisphosphate kinase 2
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,TMEM132E,transmembrane protein 132E
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,GRAP,GRB2 related adaptor protein
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,BDP1,BDP1 general transcription factor IIIB subunit
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,AFG2B,AAA ATPase AFG2B
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,CEACAM16,"CEA cell adhesion molecule 16, tectorial membrane component"
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,NARS2,"asparaginyl-tRNA synthetase 2, mitochondrial"
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,ROR1,receptor tyrosine kinase like orphan receptor 1
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,WBP2,WW domain binding protein 2
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,EPS8L2,EPS8 signaling adaptor L2
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,SLC26A4,solute carrier family 26 member 4
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,BSND,barttin CLCNK type accessory subunit beta
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,CDH23,cadherin related 23
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,TECTA,tectorin alpha
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,TMC1,transmembrane channel like 1
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,TMIE,transmembrane inner ear
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,TMPRSS3,transmembrane serine protease 3
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,USH1C,USH1 protein network component harmonin
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,COL11A2,collagen type XI alpha 2 chain
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,ELMOD3,ELMO domain containing 3
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,GJB2,gap junction protein beta 2
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,GJB3,gap junction protein beta 3
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,GJB6,gap junction protein beta 6
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,MET,"MET proto-oncogene, receptor tyrosine kinase"
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,MYO15A,myosin XVA
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,MYO6,myosin VI
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,MYO7A,myosin VIIA
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,OTOF,otoferlin
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,PCDH15,protocadherin related 15
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,WHRN,whirlin
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,STRC,stereocilin
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,TRIOBP,TRIO and F-actin binding protein
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,RDX,radixin
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,LHFPL5,LHFPL tetraspan subfamily member 5
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,ESPN,espin
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,ESRRB,estrogen related receptor beta
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,MARVELD2,MARVEL domain containing 2
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,MYO3A,myosin IIIA
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,SLC26A5,solute carrier family 26 member 5
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,OTOA,otoancorin
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,PJVK,pejvakin
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,CLDN14,claudin 14
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,LRTOMT,leucine rich transmembrane and O-methyltransferase domain containing
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,HGF,hepatocyte growth factor
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,LOXHD1,lipoxygenase homology PLAT domains 1
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,GRXCR1,glutaredoxin and cysteine rich domain containing 1
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,TPRN,taperin
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,PTPRQ,protein tyrosine phosphatase receptor type Q
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,SERPINB6,serpin family B member 6
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,TBC1D24,TBC1 domain family member 24
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,GPSM2,G protein signaling modulator 2
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,MSRB3,methionine sulfoxide reductase B3
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,ILDR1,immunoglobulin like domain containing receptor 1
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,KARS1,lysyl-tRNA synthetase 1
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,GIPC3,GIPC PDZ domain containing family member 3
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,CIB2,calcium and integrin binding family member 2
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,CABP2,calcium binding protein 2
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,OTOG,otogelin
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,PNPT1,polyribonucleotide nucleotidyltransferase 1
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,OTOGL,otogelin like
Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,SYNE4,spectrin repeat containing nuclear envelope family member 4
